[Mon Sep 21 06:36:16.649917 2015] [mpm_prefork:notice] [pid 23763] AH00163: Apache/2.4.7 (Ubuntu) PHP/5.5.9-1ubuntu4.11 mod_perl/2.0.8 Perl/v5.18.2 configured -- resuming normal operations
[Mon Sep 21 06:36:16.649938 2015] [core:notice] [pid 23763] AH00094: Command line: '/usr/sbin/apache2'
[Mon Sep 21 06:47:37.055109 2015] [:error] [pid 19115] [client 222.186.129.5:3648] script '/var/www/html/POST_ip_port.php' not found or unable to stat, referer: http://123.249.24.233/POST_ip_port.phpAccept: */*
[Tue Sep 22 10:34:39.110597 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.110684 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.110922 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.110991 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.111006 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.111018 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.111050 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.111061 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:39.111080 2015] [:error] [pid 21257] [client 179.99.205.228:56118] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637451 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637498 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637709 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637773 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637786 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637798 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637831 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637857 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:40.637878 2015] [:error] [pid 19114] [client 179.99.205.228:13266] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230429 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230465 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230590 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230642 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230655 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230666 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230698 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230708 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.230727 2015] [:error] [pid 21220] [client 179.99.205.228:55706] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589266 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589305 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589424 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589493 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589507 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589518 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589549 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589561 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:41.589580 2015] [:error] [pid 21293] [client 179.99.205.228:45670] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:43.154473 2015] [:error] [pid 21303] [client 179.99.205.228:39414] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 10:34:43.154524 2015] [:error] [pid 21303] [client 179.99.205.228:39414] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 10:34:53.502195 2015] [:error] [pid 19114] [client 179.99.205.228:33726] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 10:34:53.502238 2015] [:error] [pid 19114] [client 179.99.205.228:33726] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 10:34:55.885875 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.885918 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.886051 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.886104 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.886135 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.886148 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.886183 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.886194 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:34:55.886214 2015] [:error] [pid 21220] [client 179.99.205.228:55480] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752363 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752404 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752582 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752638 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752651 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752662 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752694 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752705 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:02.752725 2015] [:error] [pid 19126] [client 179.99.205.228:33288] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:06.813567 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7
[Tue Sep 22 10:35:06.814758 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7
[Tue Sep 22 10:35:06.814959 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13
[Tue Sep 22 10:35:06.815019 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13
[Tue Sep 22 10:35:06.815033 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13
[Tue Sep 22 10:35:06.815045 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12
[Tue Sep 22 10:35:06.815078 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12
[Tue Sep 22 10:35:06.815088 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12
[Tue Sep 22 10:35:06.815109 2015] [:error] [pid 21175] [client 179.99.205.228:16849] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14
[Tue Sep 22 10:35:09.297459 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297496 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297660 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297730 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297755 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297773 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297821 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297833 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.297872 2015] [:error] [pid 21269] [client 179.99.205.228:27482] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:35:09.557197 2015] [:error] [pid 21310] [client 179.99.205.228:45746] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 10:35:09.557263 2015] [:error] [pid 21310] [client 179.99.205.228:45746] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 10:40:04.713083 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:04.713152 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:06.418045 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418084 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418215 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418265 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418278 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418290 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418320 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418331 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:06.418352 2015] [:error] [pid 21334] [client 179.99.205.228:64430] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:13.232416 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:13.232523 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:15.200116 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200156 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200288 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200339 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200352 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200363 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200393 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200403 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:15.200424 2015] [:error] [pid 21337] [client 179.99.205.228:20129] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:17.222678 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:17.222723 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:21.004128 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
